Timestamp,Source_IP,Destination_IP,Protocol,Source_Port,Destination_Port,Action,Threat_Level
2025-01-28 13:01:01,235.53.195.182,154.38.103.232,TCP,17585,80,BLOCK,Low
2025-01-09 21:54:46,30.92.81.173,23.46.147.56,ICMP,29590,8080,BLOCK,Low
2025-01-14 02:48:40,32.3.119.185,104.151.202.210,TCP,46884,443,BLOCK,Medium
2025-01-01 00:37:20,177.192.242.121,143.83.247.211,ICMP,60512,443,BLOCK,High
2025-01-30 01:19:08,246.5.109.211,240.200.35.29,UDP,57435,443,BLOCK,Low
2025-01-24 13:53:41,121.37.205.58,113.251.65.155,TCP,22623,8080,ALLOW,Low
2025-01-18 08:58:28,207.143.59.96,157.25.47.165,TCP,64659,8080,BLOCK,Medium
2025-01-07 05:24:33,73.38.75.190,9.253.64.6,ICMP,7669,8080,ALLOW,Low
2025-01-01 00:21:25,251.249.38.131,156.137.55.188,ICMP,45975,443,BLOCK,High
2025-01-25 08:51:31,41.138.109.82,70.92.84.123,UDP,9046,80,BLOCK,Low
