User_ID,Age_Group,Gender,Location,Daily_Usage_Hours,Primary_App_Category,Screen_Time_Minutes,Data_Usage_GB_per_Month,Battery_Usage_Percentage,Addiction_Score_(1-10)
U1397,31-40,Female,Urban,2.57,Social Media,160,17.35,20,3
U1398,41-50,Other,Urban,3.15,Education,683,11.06,31,5
U1399,21-30,Other,Rural,1.5,Education,637,1.15,75,9
U1400,31-40,Male,Semi-Urban,4.9,Social Media,55,4.14,69,3
U1401,50+,Male,Rural,7.04,Shopping,652,9.19,39,10
U1402,15-20,Other,Urban,3.82,Shopping,483,6.64,85,10
U1403,50+,Female,Semi-Urban,5.95,Gaming,664,7.42,55,9
U1404,41-50,Male,Semi-Urban,6.19,Social Media,215,23.72,98,1
U1405,50+,Male,Urban,2.7,Gaming,513,15.54,57,6
U1406,15-20,Female,Semi-Urban,3.02,Shopping,709,1.0,41,9
U1407,41-50,Male,Semi-Urban,5.99,Shopping,80,10.43,80,5
U1408,50+,Female,Rural,4.36,Social Media,34,11.55,69,10
U1409,41-50,Female,Urban,2.56,Gaming,618,4.62,78,2
U1410,21-30,Female,Urban,3.54,Gaming,189,14.67,39,5
U1411,21-30,Other,Urban,5.13,Social Media,237,1.79,55,1
U1412,50+,Other,Urban,3.31,Gaming,286,17.48,34,9
U1413,41-50,Other,Urban,0.5,Streaming,234,19.21,81,10
U1414,15-20,Female,Semi-Urban,4.02,Shopping,40,23.76,22,10
U1415,50+,Female,Rural,4.14,Productivity,37,4.13,24,9
U1416,21-30,Other,Urban,4.51,Education,438,5.15,75,6
U1417,21-30,Male,Rural,6.39,Gaming,61,15.46,50,9
U1418,50+,Female,Rural,4.58,Gaming,569,17.91,54,3
U1419,41-50,Male,Semi-Urban,4.86,Education,416,16.04,90,4
U1420,21-30,Male,Urban,6.08,Gaming,257,17.4,89,6
U1421,41-50,Female,Semi-Urban,4.52,Education,669,18.88,45,4
U1422,21-30,Female,Urban,7.7,Social Media,504,13.01,20,1
U1423,21-30,Male,Semi-Urban,2.6,Streaming,236,10.94,26,7
U1424,31-40,Male,Rural,3.1,Streaming,347,5.16,55,5
U1425,21-30,Other,Urban,5.42,Shopping,586,10.51,95,8
U1426,15-20,Other,Rural,6.38,Productivity,646,11.28,44,9
U1427,50+,Female,Rural,4.2,Gaming,377,7.25,78,5
U1428,50+,Other,Semi-Urban,2.98,Productivity,263,11.81,80,8
U1429,41-50,Other,Urban,7.14,Social Media,73,6.69,48,1
U1430,21-30,Other,Rural,3.31,Streaming,171,17.57,37,1
U1431,15-20,Other,Semi-Urban,5.01,Social Media,677,14.13,60,7
U1432,41-50,Male,Urban,6.47,Social Media,205,9.7,38,6
U1433,31-40,Female,Urban,3.84,Gaming,683,12.94,23,5
U1434,41-50,Other,Rural,3.57,Social Media,478,6.47,84,5
U1435,41-50,Male,Urban,3.67,Streaming,621,6.98,60,9
U1436,21-30,Male,Rural,5.85,Productivity,111,8.83,34,1
U1437,31-40,Male,Urban,6.09,Streaming,164,11.04,73,8
U1438,41-50,Other,Semi-Urban,4.55,Gaming,206,12.71,83,2
U1439,15-20,Other,Rural,7.32,Streaming,412,12.73,91,7
U1440,15-20,Female,Rural,4.55,Education,272,5.41,34,6
U1441,50+,Other,Urban,6.44,Productivity,596,11.6,98,10
U1442,31-40,Other,Urban,3.85,Education,170,7.91,69,2
U1443,31-40,Male,Rural,8.0,Education,486,1.0,41,3
U1444,50+,Female,Urban,6.86,Shopping,469,27.38,37,4
U1445,41-50,Other,Semi-Urban,4.31,Gaming,85,8.01,99,7
U1446,31-40,Other,Urban,6.65,Social Media,556,8.28,21,8
U1447,15-20,Male,Semi-Urban,6.58,Education,448,5.27,55,2
U1448,15-20,Male,Semi-Urban,6.83,Streaming,117,6.71,39,8
U1449,21-30,Other,Semi-Urban,0.78,Social Media,638,11.06,35,9
U1450,31-40,Female,Semi-Urban,5.58,Streaming,685,18.76,86,7
U1451,41-50,Female,Semi-Urban,5.31,Streaming,37,11.03,49,1
U1452,50+,Male,Urban,5.21,Social Media,506,10.38,74,6
U1453,50+,Male,Semi-Urban,4.83,Social Media,244,18.0,85,8
U1454,41-50,Other,Urban,4.87,Streaming,714,9.38,45,5
U1455,21-30,Male,Semi-Urban,6.42,Gaming,581,12.11,76,2
U1456,50+,Other,Rural,5.31,Productivity,526,7.39,88,5
U1457,31-40,Female,Semi-Urban,4.83,Shopping,532,20.43,21,8
U1458,21-30,Female,Rural,6.21,Productivity,274,17.24,75,2
U1459,31-40,Other,Semi-Urban,5.13,Gaming,507,11.24,81,1
U1460,15-20,Male,Semi-Urban,5.27,Shopping,338,10.0,53,4
U1461,21-30,Female,Semi-Urban,7.3,Social Media,260,11.84,75,4
U1462,50+,Male,Rural,3.85,Shopping,412,11.31,74,9
U1463,21-30,Female,Rural,2.23,Streaming,184,4.27,39,3
U1464,21-30,Other,Semi-Urban,4.61,Productivity,204,17.41,69,4
U1465,21-30,Other,Urban,4.82,Shopping,144,10.86,44,3
U1466,21-30,Other,Semi-Urban,5.58,Streaming,419,21.49,44,2
U1467,31-40,Female,Rural,4.66,Gaming,340,14.11,72,4
U1468,15-20,Male,Semi-Urban,5.63,Shopping,329,1.0,33,8
U1469,41-50,Male,Rural,8.26,Streaming,47,5.59,79,1
U1470,21-30,Male,Rural,5.7,Gaming,41,1.27,62,8
U1471,50+,Female,Rural,5.97,Social Media,433,5.53,81,8
U1472,21-30,Female,Semi-Urban,4.31,Gaming,261,3.83,95,3
U1473,50+,Female,Rural,2.42,Gaming,634,13.26,88,10
U1474,31-40,Female,Rural,1.05,Productivity,307,10.42,82,10
U1475,50+,Female,Semi-Urban,3.72,Streaming,382,15.7,21,6
U1476,41-50,Male,Rural,0.63,Shopping,332,11.81,73,4
U1477,15-20,Female,Semi-Urban,5.27,Productivity,570,10.8,35,1
U1478,50+,Female,Rural,3.93,Education,499,22.02,74,1
U1479,50+,Male,Urban,2.53,Gaming,106,13.11,62,5
U1480,15-20,Female,Urban,4.7,Education,550,11.6,80,8
U1481,41-50,Male,Rural,3.39,Productivity,53,7.73,57,1
U1482,21-30,Male,Urban,5.18,Streaming,44,6.12,64,2
U1483,50+,Other,Semi-Urban,5.56,Productivity,705,15.85,70,7
U1484,15-20,Other,Urban,3.45,Streaming,554,15.55,61,8
U1485,31-40,Other,Rural,4.14,Streaming,376,19.86,43,3
U1486,15-20,Other,Rural,4.82,Social Media,201,14.39,49,8
U1487,31-40,Female,Semi-Urban,2.39,Gaming,356,10.03,56,1
U1488,41-50,Other,Rural,4.82,Productivity,514,14.56,72,9
U1489,21-30,Male,Semi-Urban,2.35,Streaming,518,11.6,82,2
U1490,15-20,Female,Urban,5.35,Productivity,491,16.33,30,2
U1491,50+,Other,Urban,3.85,Productivity,407,18.67,97,4
U1492,41-50,Male,Semi-Urban,2.35,Streaming,617,11.16,42,10
U1493,15-20,Female,Semi-Urban,3.63,Shopping,193,20.79,99,3
U1494,50+,Female,Rural,3.69,Education,401,17.94,69,4
U1495,15-20,Other,Urban,6.1,Gaming,602,12.09,74,6
U1496,31-40,Female,Semi-Urban,4.76,Gaming,453,15.35,74,7
U1497,15-20,Male,Urban,3.07,Shopping,506,13.53,23,5
U1498,15-20,Female,Semi-Urban,6.97,Social Media,411,12.11,73,2
U1499,15-20,Male,Urban,5.44,Shopping,184,21.57,80,3
U1500,41-50,Female,Rural,4.0,Social Media,286,14.59,97,10
U1501,15-20,Other,Urban,2.17,Social Media,703,7.8,24,3
U1502,50+,Male,Urban,3.86,Shopping,97,6.86,37,5
U1503,31-40,Female,Urban,4.17,Gaming,373,7.06,63,5
U1504,31-40,Female,Urban,5.05,Education,306,14.45,50,4
U1505,15-20,Female,Urban,5.41,Gaming,702,10.29,40,8
U1506,41-50,Male,Rural,5.71,Gaming,420,13.67,66,6
U1507,41-50,Male,Semi-Urban,2.08,Gaming,478,16.68,49,6
U1508,50+,Male,Urban,4.81,Shopping,288,22.14,74,1
U1509,15-20,Other,Rural,4.26,Shopping,336,10.41,87,6
U1510,31-40,Other,Urban,8.52,Shopping,124,4.96,88,3
U1511,41-50,Male,Urban,4.6,Gaming,493,20.96,60,6
U1512,15-20,Female,Semi-Urban,3.57,Education,275,4.71,64,10
U1513,41-50,Other,Urban,4.67,Social Media,664,4.52,93,6
U1514,41-50,Male,Rural,4.49,Productivity,216,20.83,99,2
U1515,31-40,Female,Rural,1.52,Social Media,402,17.33,49,1
U1516,21-30,Other,Semi-Urban,5.11,Social Media,601,14.42,96,3
U1517,50+,Female,Urban,4.03,Productivity,435,11.75,64,5
U1518,50+,Female,Rural,4.46,Gaming,437,10.8,64,4
U1519,31-40,Female,Urban,3.19,Education,154,8.75,98,7
U1520,41-50,Female,Urban,2.86,Education,366,10.58,64,4
U1521,15-20,Other,Urban,5.82,Social Media,370,11.76,74,8
U1522,41-50,Other,Semi-Urban,6.16,Productivity,592,5.13,78,7
U1523,31-40,Other,Urban,5.13,Streaming,207,7.9,24,10
U1524,50+,Male,Rural,1.78,Gaming,680,1.44,51,9
U1525,41-50,Other,Urban,5.22,Social Media,199,12.39,25,1
U1526,50+,Female,Rural,1.81,Education,68,12.39,45,5
U1527,15-20,Other,Urban,3.51,Shopping,98,20.89,56,4
U1528,50+,Female,Rural,5.8,Shopping,265,13.88,32,6
U1529,50+,Male,Rural,5.49,Productivity,589,9.22,88,1
U1530,21-30,Female,Urban,5.19,Productivity,410,11.0,44,6
U1531,21-30,Female,Urban,6.47,Social Media,86,14.43,32,1
U1532,21-30,Female,Rural,5.34,Streaming,306,13.14,39,1
U1533,50+,Male,Semi-Urban,1.47,Education,128,14.89,91,8
U1534,31-40,Other,Urban,3.95,Social Media,556,13.89,79,2
U1535,50+,Other,Semi-Urban,4.44,Streaming,354,10.74,92,10
U1536,31-40,Male,Urban,4.26,Productivity,490,9.32,40,6
U1537,31-40,Female,Urban,3.57,Shopping,208,9.05,80,6
U1538,21-30,Other,Urban,2.95,Gaming,603,7.37,98,6
U1539,41-50,Male,Urban,8.1,Shopping,148,6.59,45,8
U1540,15-20,Other,Semi-Urban,3.92,Education,498,21.19,73,4
U1541,21-30,Male,Urban,8.03,Education,578,12.62,61,3
U1542,21-30,Female,Rural,2.79,Shopping,675,11.22,30,6
U1543,41-50,Other,Rural,5.49,Shopping,484,9.52,56,4
U1544,15-20,Male,Semi-Urban,4.84,Streaming,55,14.14,30,2
U1545,50+,Other,Urban,3.12,Social Media,519,18.02,46,6
U1546,50+,Other,Rural,3.8,Productivity,37,15.62,53,10
U1547,21-30,Other,Semi-Urban,4.48,Streaming,545,16.61,57,5
U1548,15-20,Other,Urban,3.23,Gaming,562,9.07,80,9
U1549,21-30,Male,Rural,4.12,Shopping,178,11.98,72,6
U1550,31-40,Female,Rural,0.95,Gaming,517,9.13,84,3
U1551,21-30,Male,Semi-Urban,5.57,Gaming,54,12.54,22,5
U1552,21-30,Male,Urban,6.34,Streaming,684,18.36,86,10
U1553,50+,Male,Urban,5.18,Productivity,584,14.2,47,8
U1554,50+,Female,Rural,7.9,Education,454,20.13,33,9
U1555,50+,Other,Rural,5.52,Social Media,322,10.56,71,8
U1556,31-40,Other,Rural,6.21,Education,214,7.97,49,3
U1557,50+,Other,Urban,6.36,Productivity,583,14.56,77,9
U1558,15-20,Female,Semi-Urban,0.5,Education,460,12.59,73,3
U1559,41-50,Other,Semi-Urban,5.14,Shopping,633,13.61,88,8
U1560,15-20,Female,Urban,2.43,Shopping,346,12.87,34,10
U1561,15-20,Other,Semi-Urban,2.73,Streaming,427,9.58,57,9
U1562,50+,Other,Rural,2.99,Gaming,353,12.98,97,7
U1563,41-50,Male,Semi-Urban,4.03,Productivity,594,16.87,33,4
U1564,41-50,Female,Semi-Urban,5.48,Productivity,625,17.38,76,10
U1565,41-50,Male,Semi-Urban,5.15,Education,575,9.55,78,9
U1566,31-40,Male,Rural,4.48,Streaming,105,13.16,27,3
U1567,50+,Male,Urban,5.58,Education,515,19.39,91,3
U1568,41-50,Female,Rural,5.68,Education,117,9.66,38,2
U1569,31-40,Female,Urban,5.16,Productivity,261,8.75,51,10
U1570,21-30,Other,Urban,1.91,Education,36,15.97,48,3
U1571,21-30,Male,Urban,3.39,Gaming,579,15.09,60,1
U1572,31-40,Other,Semi-Urban,4.54,Education,81,7.82,94,4
U1573,31-40,Male,Semi-Urban,5.6,Gaming,684,5.0,64,8
U1574,50+,Female,Urban,2.51,Productivity,425,13.06,32,5
U1575,50+,Female,Urban,4.48,Streaming,250,9.91,46,2
U1576,21-30,Female,Semi-Urban,2.15,Shopping,457,3.58,38,3
U1577,41-50,Male,Rural,6.04,Gaming,172,8.56,45,1
U1578,21-30,Female,Urban,4.86,Streaming,392,15.01,72,2
U1579,41-50,Male,Rural,2.48,Streaming,411,11.24,70,1
U1580,41-50,Other,Semi-Urban,2.47,Gaming,590,19.83,56,2
U1581,50+,Male,Urban,5.08,Productivity,306,1.56,28,3
U1582,15-20,Other,Rural,6.56,Social Media,300,18.69,71,1
U1583,15-20,Male,Rural,2.85,Streaming,43,10.28,73,9
U1584,31-40,Other,Rural,5.68,Streaming,327,9.56,22,10
U1585,50+,Female,Semi-Urban,3.69,Productivity,493,4.24,88,5
U1586,41-50,Other,Semi-Urban,5.73,Productivity,556,14.33,27,8
U1587,15-20,Female,Rural,5.52,Education,263,2.87,33,5
U1588,41-50,Female,Rural,4.73,Productivity,604,16.09,22,8
U1589,15-20,Other,Semi-Urban,1.75,Streaming,56,4.43,43,7
U1590,15-20,Male,Rural,5.52,Gaming,500,5.22,32,4
U1591,15-20,Male,Rural,5.25,Social Media,122,6.04,62,7
U1592,50+,Male,Semi-Urban,5.12,Education,646,8.42,48,6
U1593,21-30,Male,Rural,4.79,Gaming,338,16.71,91,3
U1594,41-50,Male,Rural,3.18,Social Media,81,19.52,70,9
U1595,50+,Female,Rural,6.12,Social Media,348,8.94,61,10
U1596,50+,Male,Semi-Urban,5.85,Social Media,210,11.77,50,9
U1597,50+,Female,Rural,2.89,Shopping,598,14.45,82,5
U1598,50+,Female,Semi-Urban,6.47,Gaming,149,10.35,45,8
U1599,50+,Female,Semi-Urban,4.7,Education,72,14.25,37,7
U1600,31-40,Other,Urban,4.69,Education,676,11.98,76,9
U1601,41-50,Other,Urban,4.24,Social Media,289,10.73,26,7
U1602,50+,Female,Rural,4.38,Gaming,226,4.9,67,4
U1603,41-50,Other,Semi-Urban,6.56,Shopping,674,12.75,99,4
U1604,31-40,Male,Urban,6.05,Social Media,284,16.79,79,8
U1605,31-40,Male,Rural,6.02,Productivity,365,8.11,52,6
U1606,41-50,Female,Urban,4.78,Education,582,2.16,22,9
U1607,15-20,Male,Urban,5.83,Streaming,531,10.4,23,10
U1608,21-30,Female,Semi-Urban,3.25,Social Media,284,19.55,23,7
U1609,15-20,Female,Semi-Urban,5.38,Productivity,543,18.06,61,7
U1610,15-20,Male,Urban,4.27,Education,271,9.1,28,4
U1611,15-20,Other,Urban,1.41,Shopping,178,14.28,70,3
U1612,50+,Male,Semi-Urban,2.12,Gaming,328,15.07,36,8
U1613,31-40,Male,Rural,3.51,Education,649,19.45,36,7
U1614,15-20,Female,Semi-Urban,5.12,Gaming,482,4.25,39,4
U1615,31-40,Female,Urban,3.51,Gaming,422,6.66,33,4
U1616,41-50,Female,Rural,3.61,Shopping,241,1.95,41,1
U1617,21-30,Female,Urban,5.64,Shopping,697,8.61,71,7
U1618,41-50,Other,Rural,3.67,Social Media,567,17.33,46,1
U1619,41-50,Other,Urban,6.5,Social Media,623,9.2,62,10
U1620,50+,Other,Rural,6.25,Education,624,5.46,22,10
U1621,21-30,Female,Rural,4.53,Shopping,160,13.13,27,4
U1622,41-50,Female,Urban,5.63,Productivity,358,13.26,29,3
U1623,41-50,Female,Rural,5.43,Education,641,6.91,48,3
U1624,21-30,Other,Semi-Urban,4.13,Streaming,285,9.47,59,1
U1625,21-30,Female,Urban,5.79,Gaming,508,12.75,84,4
U1626,41-50,Male,Semi-Urban,6.01,Gaming,590,15.73,40,1
U1627,21-30,Male,Urban,3.07,Social Media,92,8.76,43,8
U1628,41-50,Female,Rural,4.73,Productivity,340,8.04,92,1
U1629,41-50,Male,Rural,4.71,Shopping,436,21.56,79,6
U1630,50+,Male,Rural,5.77,Shopping,134,10.63,45,7
U1631,15-20,Other,Urban,3.83,Social Media,646,13.25,28,10
U1632,41-50,Female,Semi-Urban,3.6,Streaming,44,15.24,39,2
U1633,31-40,Female,Semi-Urban,4.75,Education,716,3.07,75,4
U1634,15-20,Other,Urban,6.27,Education,288,11.91,55,3
U1635,15-20,Male,Urban,2.7,Productivity,441,3.77,55,9
U1636,15-20,Male,Semi-Urban,2.96,Social Media,288,11.35,92,7
U1637,50+,Female,Semi-Urban,3.72,Social Media,643,18.87,41,2
U1638,41-50,Male,Semi-Urban,3.99,Streaming,289,7.01,20,6
U1639,50+,Other,Semi-Urban,1.85,Education,700,3.67,88,9
U1640,41-50,Other,Urban,6.75,Social Media,74,21.44,92,3
U1641,50+,Female,Urban,4.3,Shopping,360,6.26,56,6
U1642,50+,Other,Rural,4.08,Productivity,194,4.51,91,3
U1643,31-40,Other,Semi-Urban,6.93,Education,222,20.1,32,3
U1644,50+,Female,Rural,5.58,Streaming,550,6.07,62,4
U1645,21-30,Other,Urban,3.7,Productivity,430,20.22,56,9
U1646,31-40,Other,Urban,4.75,Gaming,403,13.37,93,8
U1647,50+,Other,Rural,4.44,Shopping,94,18.42,44,1
U1648,15-20,Male,Semi-Urban,6.67,Streaming,416,12.93,40,1
U1649,21-30,Female,Semi-Urban,4.25,Productivity,524,17.4,60,7
U1650,21-30,Female,Semi-Urban,2.34,Social Media,444,7.41,92,3
U1651,21-30,Female,Semi-Urban,1.68,Gaming,59,8.93,61,7
U1652,31-40,Male,Rural,6.71,Streaming,295,1.42,61,9
U1653,50+,Male,Rural,3.32,Social Media,357,16.86,21,3
U1654,50+,Female,Urban,5.51,Shopping,521,14.1,87,3
U1655,15-20,Male,Semi-Urban,4.61,Gaming,246,6.96,27,2
U1656,15-20,Female,Semi-Urban,3.88,Education,349,3.26,80,10
U1657,21-30,Male,Semi-Urban,4.11,Social Media,428,13.41,33,1
U1658,15-20,Other,Rural,6.88,Productivity,134,20.38,96,9
U1659,31-40,Other,Semi-Urban,2.33,Streaming,359,11.31,40,6
U1660,50+,Female,Rural,3.92,Gaming,689,8.71,43,6
U1661,21-30,Male,Semi-Urban,5.86,Social Media,646,7.31,69,8
U1662,15-20,Male,Semi-Urban,2.58,Education,76,18.25,64,5
U1663,31-40,Other,Urban,6.48,Streaming,628,8.1,83,9
U1664,31-40,Other,Semi-Urban,5.84,Streaming,670,10.14,83,5
U1665,15-20,Male,Semi-Urban,4.91,Social Media,343,17.21,45,2
U1666,50+,Male,Urban,3.75,Education,176,15.19,51,6
U1667,15-20,Male,Rural,2.38,Shopping,491,10.34,76,9
U1668,21-30,Male,Rural,5.56,Shopping,613,8.51,72,3
U1669,15-20,Male,Semi-Urban,8.62,Gaming,515,19.33,52,10
U1670,31-40,Male,Rural,4.72,Social Media,681,6.42,71,4
U1671,15-20,Female,Semi-Urban,1.76,Gaming,439,10.95,37,10
U1672,50+,Male,Urban,5.19,Shopping,56,4.47,54,8
U1673,41-50,Other,Urban,5.79,Streaming,58,17.94,31,6
U1674,15-20,Female,Semi-Urban,3.12,Gaming,300,9.63,70,7
U1675,50+,Male,Urban,3.53,Education,715,8.5,29,7
U1676,50+,Other,Urban,3.38,Productivity,530,15.31,71,4
U1677,31-40,Female,Semi-Urban,3.7,Shopping,282,4.87,53,6
U1678,50+,Other,Semi-Urban,4.24,Shopping,414,15.18,86,9
U1679,50+,Male,Urban,3.21,Education,89,10.2,58,3
U1680,50+,Male,Rural,2.65,Gaming,136,5.97,27,8
U1681,50+,Male,Rural,4.76,Social Media,249,7.05,48,7
U1682,21-30,Male,Semi-Urban,4.23,Streaming,470,8.58,41,4
U1683,21-30,Female,Semi-Urban,3.85,Productivity,687,9.78,89,10
U1684,31-40,Female,Rural,4.62,Social Media,593,6.01,80,3
U1685,15-20,Other,Urban,2.22,Social Media,601,13.47,62,7
U1686,50+,Male,Rural,4.89,Education,575,5.88,68,10
U1687,15-20,Other,Rural,3.88,Gaming,125,1.0,48,9
U1688,15-20,Female,Rural,4.86,Shopping,118,21.6,50,10
U1689,31-40,Male,Rural,5.1,Shopping,260,12.99,72,3
U1690,50+,Male,Semi-Urban,6.2,Education,304,22.05,53,10
U1691,50+,Female,Semi-Urban,4.65,Gaming,275,6.78,57,9
U1692,41-50,Female,Urban,6.1,Education,140,14.4,76,8
U1693,15-20,Female,Urban,4.02,Shopping,263,16.47,23,3
U1694,15-20,Female,Urban,4.09,Social Media,307,11.05,21,8
U1695,21-30,Female,Urban,4.36,Streaming,506,4.78,31,4
U1696,41-50,Male,Rural,5.66,Gaming,446,10.68,54,6
U1697,21-30,Female,Semi-Urban,5.45,Productivity,707,15.13,89,10
U1698,21-30,Male,Semi-Urban,4.7,Productivity,157,14.94,91,2
U1699,21-30,Male,Urban,2.66,Social Media,266,11.99,40,8
U1700,31-40,Female,Urban,5.42,Education,648,16.49,80,9
U1701,31-40,Female,Rural,3.21,Education,157,16.25,54,7
U1702,21-30,Male,Rural,3.13,Shopping,423,9.38,67,8
U1703,41-50,Female,Urban,2.79,Social Media,504,4.4,34,7
U1704,15-20,Female,Semi-Urban,4.38,Shopping,684,12.95,90,10
U1705,41-50,Female,Semi-Urban,6.32,Shopping,424,8.27,34,4
U1706,50+,Other,Semi-Urban,3.05,Productivity,140,12.72,25,1
U1707,31-40,Male,Urban,7.02,Shopping,119,18.73,87,3
U1708,15-20,Other,Semi-Urban,5.86,Shopping,309,14.19,41,7
U1709,15-20,Female,Rural,2.3,Productivity,362,18.48,51,7
U1710,50+,Other,Rural,3.93,Education,253,6.94,41,3
U1711,50+,Female,Urban,2.94,Gaming,130,17.44,46,1
U1712,21-30,Other,Rural,5.5,Streaming,161,20.38,34,10
U1713,31-40,Female,Urban,3.02,Shopping,42,12.32,63,9
U1714,31-40,Other,Semi-Urban,2.07,Gaming,486,23.61,28,6
U1715,41-50,Other,Semi-Urban,4.01,Productivity,470,7.71,53,7
U1716,21-30,Other,Semi-Urban,6.25,Gaming,127,8.81,92,1
U1717,21-30,Male,Rural,4.21,Streaming,149,15.25,34,1
U1718,21-30,Other,Urban,5.1,Gaming,322,12.27,81,4
U1719,21-30,Male,Semi-Urban,5.16,Gaming,30,8.29,64,7
U1720,31-40,Female,Urban,2.23,Gaming,601,15.1,91,8
U1721,31-40,Other,Semi-Urban,3.15,Gaming,279,13.78,77,10
U1722,21-30,Female,Rural,4.51,Social Media,681,9.07,38,9
U1723,41-50,Female,Rural,3.66,Shopping,178,12.95,35,1
U1724,15-20,Other,Urban,7.06,Productivity,424,15.8,94,4
U1725,15-20,Male,Rural,2.66,Streaming,73,8.96,27,4
U1726,41-50,Other,Rural,3.14,Productivity,649,14.58,52,3
U1727,21-30,Female,Urban,4.94,Social Media,73,7.66,93,7
U1728,31-40,Female,Semi-Urban,3.56,Social Media,107,8.63,37,1
U1729,15-20,Other,Rural,0.5,Social Media,255,17.56,54,9
U1730,50+,Male,Urban,7.4,Shopping,191,15.07,62,8
U1731,50+,Male,Rural,2.89,Social Media,282,2.57,69,2
U1732,41-50,Female,Rural,5.34,Gaming,161,10.13,22,2
U1733,21-30,Female,Rural,2.62,Productivity,477,14.45,78,8
U1734,15-20,Male,Rural,3.21,Education,503,12.69,47,1
U1735,21-30,Other,Urban,2.07,Streaming,685,15.09,65,7
U1736,15-20,Female,Urban,3.39,Social Media,138,12.58,83,9
U1737,41-50,Male,Urban,3.53,Productivity,64,11.34,89,3
U1738,41-50,Female,Rural,4.3,Social Media,496,11.18,66,7
U1739,50+,Other,Rural,3.94,Shopping,304,17.46,33,6
U1740,21-30,Male,Rural,2.34,Social Media,216,15.47,26,7
U1741,50+,Female,Urban,3.71,Social Media,272,14.02,93,7
U1742,21-30,Other,Rural,6.67,Social Media,293,12.44,98,10
U1743,50+,Female,Semi-Urban,6.49,Social Media,551,9.26,50,1
U1744,31-40,Other,Rural,5.18,Streaming,707,10.47,70,3
U1745,31-40,Other,Semi-Urban,5.49,Productivity,570,17.32,48,10
U1746,31-40,Male,Rural,7.59,Shopping,116,16.85,34,1
U1747,31-40,Other,Urban,5.36,Social Media,564,8.76,95,5
U1748,15-20,Female,Rural,5.47,Social Media,239,12.5,44,3
U1749,31-40,Other,Semi-Urban,2.15,Social Media,75,14.49,80,1
U1750,41-50,Other,Semi-Urban,2.83,Social Media,496,14.17,60,2
U1751,41-50,Male,Rural,4.45,Gaming,569,14.13,88,10
U1752,15-20,Other,Semi-Urban,3.29,Gaming,55,6.44,23,5
U1753,31-40,Other,Semi-Urban,3.0,Education,295,6.14,76,3
U1754,31-40,Female,Urban,3.18,Social Media,204,17.85,50,6
U1755,31-40,Male,Rural,2.36,Education,545,19.55,22,9
U1756,50+,Male,Rural,3.31,Streaming,340,4.59,86,6
U1757,21-30,Male,Rural,5.01,Education,351,11.86,69,2
U1758,50+,Other,Semi-Urban,7.19,Productivity,608,16.07,36,2
U1759,21-30,Male,Rural,5.7,Gaming,164,1.0,79,8
U1760,31-40,Other,Rural,5.45,Gaming,84,6.63,93,8
U1761,31-40,Other,Urban,2.06,Social Media,572,11.54,85,6
U1762,50+,Female,Urban,4.68,Social Media,615,9.01,94,10
U1763,50+,Female,Urban,4.4,Streaming,560,13.05,43,7
U1764,21-30,Female,Semi-Urban,4.94,Shopping,185,19.35,51,1
U1765,41-50,Female,Rural,3.96,Streaming,697,7.74,38,9
U1766,21-30,Female,Urban,6.99,Productivity,176,12.25,85,5
U1767,50+,Other,Urban,4.58,Social Media,514,10.28,79,9
U1768,50+,Other,Urban,4.73,Social Media,628,12.68,85,2
U1769,15-20,Male,Rural,1.56,Streaming,49,12.03,34,8
U1770,50+,Other,Rural,4.34,Streaming,298,25.19,54,7
U1771,15-20,Other,Rural,6.22,Streaming,362,19.45,88,4
U1772,41-50,Female,Semi-Urban,5.33,Gaming,584,4.1,46,3
U1773,21-30,Other,Semi-Urban,1.27,Education,430,7.5,26,4
U1774,21-30,Female,Urban,3.83,Education,335,8.11,25,4
U1775,15-20,Male,Rural,7.1,Social Media,57,5.83,52,10
U1776,21-30,Male,Urban,4.27,Gaming,496,5.16,77,10
U1777,50+,Other,Rural,4.98,Streaming,289,11.11,68,8
U1778,31-40,Male,Rural,6.93,Social Media,563,8.3,36,4
U1779,15-20,Other,Rural,4.27,Gaming,130,7.55,61,5
U1780,21-30,Male,Semi-Urban,5.69,Productivity,580,22.1,91,2
U1781,15-20,Female,Semi-Urban,5.12,Shopping,382,8.65,59,4
U1782,15-20,Female,Rural,5.44,Gaming,329,9.78,65,7
U1783,31-40,Female,Urban,5.07,Social Media,711,15.71,90,3
U1784,50+,Female,Rural,3.68,Education,325,9.77,89,1
U1785,15-20,Other,Rural,3.83,Streaming,382,6.17,87,8
U1786,21-30,Male,Urban,3.22,Shopping,159,10.71,20,8
U1787,41-50,Other,Rural,2.04,Productivity,185,22.04,98,6
U1788,15-20,Female,Urban,6.37,Shopping,103,9.59,71,7
U1789,15-20,Other,Semi-Urban,4.52,Shopping,371,7.44,54,10
U1790,31-40,Male,Semi-Urban,6.29,Gaming,494,14.1,88,2
U1791,50+,Other,Urban,6.85,Social Media,119,10.47,24,5
U1792,41-50,Male,Semi-Urban,4.58,Social Media,608,25.69,36,7
U1793,21-30,Other,Semi-Urban,2.53,Shopping,484,8.07,72,9
U1794,41-50,Male,Urban,4.21,Streaming,361,20.67,71,1
U1795,21-30,Male,Semi-Urban,3.49,Social Media,377,17.82,33,3
U1796,50+,Female,Rural,1.53,Shopping,262,10.09,48,6
