student_id,roll_number,department,program,specialization,gender,age,domicile_state,category,study_hours_per_day,attendance_percentage,sgpa,percentage,teaching_method,learning_style
227,ROLL0227,MCA,B.Tech,Data Science,Male,18,Bihar,ST,4.1,85.3,9.73,60.07,Online,Kinesthetic
228,ROLL0228,BCA,BCA,Cyber Security,Female,23,Delhi,General,7.9,88.34,7.89,74.67,Hybrid,Auditory
229,ROLL0229,ECE,MCA,Cyber Security,Female,24,Punjab,General,6.6,61.83,9.49,67.01,Online,Visual
230,ROLL0230,MCA,MCA,Cloud,Male,20,Punjab,OBC,1.6,92.86,7.49,56.69,Traditional,Visual
231,ROLL0231,CSE,B.Tech,Software Engg,Male,20,UP,ST,3.3,60.04,6.64,63.29,Traditional,Visual
232,ROLL0232,CSE,BCA,Data Science,Male,21,Delhi,General,5.1,66.54,9.18,65.06,Traditional,Kinesthetic
233,ROLL0233,IT,B.Tech,AI,Male,22,Delhi,SC,8.6,90.91,6.92,77.95,Hybrid,Kinesthetic
234,ROLL0234,CSE,BCA,Cyber Security,Female,20,Delhi,OBC,6.7,75.9,7.1,71.32,Online,Visual
235,ROLL0235,BCA,BCA,AI,Female,18,Punjab,SC,3.8,72.83,8.9,57.5,Traditional,Auditory
236,ROLL0236,MCA,BCA,AI,Female,25,Haryana,General,6.9,74.74,9.46,73.9,Hybrid,Kinesthetic
237,ROLL0237,CSE,MCA,AI,Male,19,Haryana,SC,2.4,68.15,6.36,56.41,Traditional,Auditory
238,ROLL0238,MCA,MCA,Cloud,Female,22,UP,SC,7.8,85.05,6.52,67.47,Online,Visual
239,ROLL0239,BCA,B.Tech,Data Science,Male,21,Bihar,OBC,9.2,98.7,6.74,85.79,Traditional,Kinesthetic
240,ROLL0240,BCA,B.Tech,Cyber Security,Male,23,UP,ST,4.9,68.02,7.97,72.21,Online,Visual
241,ROLL0241,CSE,BCA,Data Science,Male,25,UP,SC,6.2,70.76,9.19,66.37,Hybrid,Auditory
242,ROLL0242,ECE,MCA,Cyber Security,Female,23,Punjab,SC,5.2,87.22,7.58,56.15,Hybrid,Auditory
243,ROLL0243,CSE,B.Tech,Software Engg,Female,18,UP,General,3.6,87.8,9.44,55.97,Hybrid,Kinesthetic
244,ROLL0244,IT,BCA,Cloud,Male,23,Bihar,General,1.9,82.84,6.07,55.46,Traditional,Visual
245,ROLL0245,MCA,MCA,AI,Male,18,Bihar,SC,6.6,88.1,8.24,65.42,Hybrid,Auditory
246,ROLL0246,MCA,B.Tech,Data Science,Female,23,Delhi,OBC,8.4,74.31,7.29,75.39,Online,Auditory
247,ROLL0247,CSE,BCA,Cyber Security,Male,18,UP,General,6.1,87.58,9.2,65.83,Traditional,Auditory
248,ROLL0248,CSE,BCA,Cloud,Female,26,UP,ST,9.6,64.97,9.58,76.58,Hybrid,Kinesthetic
249,ROLL0249,CSE,B.Tech,AI,Male,19,UP,General,9.4,62.08,8.17,81.69,Online,Auditory
250,ROLL0250,BCA,MCA,AI,Female,24,Haryana,ST,6.6,91.34,8.45,71.77,Hybrid,Visual
251,ROLL0251,BCA,B.Tech,Cyber Security,Female,26,Bihar,SC,6.9,82.12,8.39,70.2,Traditional,Visual
252,ROLL0252,MCA,MCA,Data Science,Female,24,Haryana,General,2.5,77.54,8.9,64.99,Traditional,Visual
253,ROLL0253,BCA,BCA,Cloud,Female,25,Delhi,SC,6.9,79.17,8.46,68.93,Traditional,Visual
254,ROLL0254,CSE,BCA,Cyber Security,Female,19,Punjab,General,8.8,77.35,6.17,66.27,Traditional,Visual
255,ROLL0255,IT,B.Tech,Data Science,Male,20,Haryana,General,1.2,86.13,7.33,51.15,Traditional,Visual
256,ROLL0256,CSE,BCA,Data Science,Female,18,UP,ST,7.1,62.89,6.12,86.77,Traditional,Kinesthetic
257,ROLL0257,ECE,BCA,Data Science,Male,22,Delhi,OBC,8.6,66.97,9.84,81.46,Hybrid,Visual
258,ROLL0258,MCA,BCA,Cloud,Female,25,Haryana,SC,4.1,74.84,9.95,60.93,Traditional,Kinesthetic
259,ROLL0259,MCA,MCA,Data Science,Male,21,Bihar,SC,5.9,80.56,8.35,67.29,Hybrid,Visual
260,ROLL0260,ECE,MCA,AI,Female,20,UP,SC,8.9,96.03,7.69,74.83,Online,Kinesthetic
261,ROLL0261,CSE,MCA,Cyber Security,Female,18,Haryana,OBC,6.3,96.49,6.84,76.28,Online,Kinesthetic
262,ROLL0262,IT,BCA,Data Science,Male,24,Haryana,ST,2.2,88.63,9.64,63.5,Online,Auditory
263,ROLL0263,MCA,B.Tech,Cyber Security,Male,26,UP,OBC,6.7,74.91,8.05,66.58,Online,Kinesthetic
264,ROLL0264,IT,B.Tech,Cloud,Male,25,UP,OBC,3.2,94.83,7.78,58.89,Traditional,Auditory
265,ROLL0265,IT,B.Tech,Cloud,Female,19,Delhi,SC,6.2,86.5,6.38,61.97,Traditional,Kinesthetic
266,ROLL0266,CSE,MCA,Software Engg,Male,25,Delhi,ST,8.7,60.36,8.35,81.47,Traditional,Auditory
267,ROLL0267,BCA,MCA,Cloud,Female,26,UP,OBC,4.6,69.48,6.94,63.05,Online,Auditory
268,ROLL0268,CSE,BCA,Data Science,Female,18,Haryana,ST,4.9,69.95,8.47,69.68,Online,Visual
269,ROLL0269,BCA,BCA,Software Engg,Female,22,Punjab,OBC,3.3,74.37,7.52,51.72,Hybrid,Kinesthetic
270,ROLL0270,MCA,B.Tech,Cyber Security,Female,23,UP,OBC,8.0,88.22,7.79,80.03,Traditional,Visual
271,ROLL0271,MCA,B.Tech,Data Science,Male,21,Bihar,General,2.9,64.48,7.08,58.94,Hybrid,Visual
272,ROLL0272,MCA,BCA,Software Engg,Female,22,Bihar,ST,1.5,85.6,6.9,51.06,Hybrid,Auditory
273,ROLL0273,IT,BCA,Cloud,Female,25,Haryana,OBC,9.4,72.65,8.03,82.78,Online,Auditory
274,ROLL0274,ECE,B.Tech,Software Engg,Male,21,Punjab,SC,5.6,79.55,8.67,68.53,Traditional,Auditory
275,ROLL0275,BCA,BCA,Cloud,Male,25,Punjab,ST,2.1,65.31,6.57,56.62,Online,Visual
276,ROLL0276,CSE,MCA,Cyber Security,Female,23,Delhi,OBC,9.7,63.76,8.69,79.7,Hybrid,Kinesthetic
277,ROLL0277,ECE,MCA,AI,Female,18,UP,OBC,8.8,67.09,8.77,76.25,Hybrid,Kinesthetic
278,ROLL0278,CSE,B.Tech,AI,Male,25,Bihar,OBC,8.5,94.58,9.07,85.52,Traditional,Visual
279,ROLL0279,BCA,BCA,Cyber Security,Male,19,Punjab,OBC,8.2,96.75,8.4,78.8,Online,Kinesthetic
280,ROLL0280,MCA,MCA,Cyber Security,Male,26,Punjab,OBC,10.0,61.93,9.91,89.08,Online,Auditory
281,ROLL0281,MCA,MCA,Cloud,Female,19,UP,ST,9.9,90.1,6.36,76.68,Traditional,Visual
282,ROLL0282,IT,BCA,Software Engg,Male,23,Haryana,ST,4.6,73.08,8.67,62.17,Traditional,Visual
283,ROLL0283,BCA,B.Tech,Cloud,Female,23,Haryana,OBC,9.1,95.12,7.27,75.7,Hybrid,Visual
284,ROLL0284,ECE,MCA,Software Engg,Female,24,Bihar,General,6.8,73.14,8.52,75.14,Hybrid,Visual
285,ROLL0285,MCA,BCA,AI,Female,20,Haryana,ST,6.1,75.22,8.19,73.62,Hybrid,Auditory
286,ROLL0286,BCA,B.Tech,Cyber Security,Male,19,Punjab,SC,3.0,62.93,8.41,70.23,Traditional,Auditory
287,ROLL0287,IT,BCA,Cloud,Female,22,Punjab,General,5.2,75.19,9.45,53.1,Traditional,Auditory
288,ROLL0288,ECE,BCA,Software Engg,Male,22,Punjab,ST,8.3,64.36,6.6,86.35,Traditional,Auditory
289,ROLL0289,IT,B.Tech,AI,Male,22,Delhi,ST,3.2,79.07,7.58,67.72,Traditional,Kinesthetic
290,ROLL0290,MCA,BCA,Software Engg,Female,26,Delhi,General,2.8,60.3,8.59,60.03,Hybrid,Kinesthetic
291,ROLL0291,CSE,B.Tech,Data Science,Female,21,Punjab,ST,6.9,75.2,6.79,63.71,Hybrid,Visual
292,ROLL0292,MCA,MCA,AI,Male,20,Haryana,ST,3.3,71.39,7.23,59.42,Online,Auditory
293,ROLL0293,ECE,B.Tech,Data Science,Male,26,UP,ST,6.2,63.59,8.87,70.18,Online,Visual
294,ROLL0294,IT,BCA,Data Science,Male,24,Punjab,ST,5.7,64.93,9.44,66.77,Traditional,Auditory
295,ROLL0295,ECE,MCA,Cloud,Male,21,Punjab,OBC,5.7,88.36,6.43,59.14,Online,Kinesthetic
296,ROLL0296,CSE,MCA,AI,Male,25,Delhi,OBC,4.8,63.48,9.26,66.6,Hybrid,Visual
297,ROLL0297,BCA,BCA,Data Science,Female,26,Haryana,General,5.7,64.49,6.01,68.34,Hybrid,Visual
298,ROLL0298,CSE,BCA,Cyber Security,Female,26,UP,SC,8.1,85.86,6.7,85.55,Traditional,Kinesthetic
299,ROLL0299,ECE,B.Tech,AI,Male,19,Bihar,ST,8.6,96.0,7.41,79.54,Online,Auditory
300,ROLL0300,ECE,B.Tech,Cyber Security,Female,26,UP,General,7.6,94.05,8.69,69.3,Traditional,Auditory
301,ROLL0301,MCA,B.Tech,Data Science,Male,20,Punjab,ST,1.9,84.95,7.81,49.76,Hybrid,Kinesthetic
302,ROLL0302,CSE,MCA,AI,Female,23,Punjab,ST,8.8,78.92,8.14,77.95,Online,Visual
303,ROLL0303,MCA,B.Tech,Cloud,Female,26,Delhi,SC,1.2,85.68,8.43,45.92,Online,Kinesthetic
304,ROLL0304,BCA,MCA,Software Engg,Female,22,UP,ST,5.5,99.51,6.55,67.84,Hybrid,Kinesthetic
305,ROLL0305,ECE,B.Tech,Cloud,Male,21,Bihar,ST,7.1,77.71,7.78,76.51,Traditional,Auditory
306,ROLL0306,BCA,B.Tech,Cyber Security,Male,21,Punjab,OBC,7.5,83.14,7.1,69.9,Hybrid,Visual
307,ROLL0307,MCA,MCA,AI,Male,26,Bihar,SC,1.8,95.77,6.77,49.9,Traditional,Auditory
308,ROLL0308,MCA,BCA,AI,Male,22,Haryana,ST,6.6,77.7,9.33,66.24,Hybrid,Visual
309,ROLL0309,CSE,B.Tech,Cyber Security,Female,20,Haryana,SC,1.6,85.61,7.08,63.25,Hybrid,Kinesthetic
310,ROLL0310,BCA,B.Tech,Cyber Security,Female,23,Haryana,General,2.7,62.09,7.51,62.45,Traditional,Visual
311,ROLL0311,BCA,MCA,Cloud,Male,21,Bihar,General,6.0,89.23,7.86,68.48,Online,Kinesthetic
312,ROLL0312,BCA,B.Tech,Data Science,Female,24,Bihar,OBC,9.7,85.4,9.02,75.7,Traditional,Visual
313,ROLL0313,CSE,MCA,Cloud,Female,25,Punjab,OBC,5.8,63.87,7.8,63.72,Traditional,Auditory
314,ROLL0314,MCA,BCA,Software Engg,Female,20,Haryana,OBC,8.2,97.09,6.94,80.78,Traditional,Visual
315,ROLL0315,MCA,BCA,Data Science,Male,22,Bihar,General,2.4,99.7,9.71,63.27,Hybrid,Visual
316,ROLL0316,CSE,B.Tech,AI,Female,18,Haryana,SC,1.8,70.28,9.15,56.11,Online,Visual
317,ROLL0317,BCA,BCA,AI,Male,26,Punjab,ST,6.5,80.27,6.64,66.09,Hybrid,Auditory
318,ROLL0318,CSE,MCA,Data Science,Male,20,Punjab,General,1.8,97.48,8.22,49.53,Online,Visual
319,ROLL0319,IT,B.Tech,Cyber Security,Female,23,Delhi,General,4.6,77.89,8.4,67.98,Hybrid,Visual
320,ROLL0320,IT,B.Tech,AI,Male,18,Delhi,SC,6.1,75.64,8.0,68.46,Hybrid,Visual
321,ROLL0321,CSE,BCA,Software Engg,Male,21,Haryana,OBC,2.0,92.7,7.52,58.84,Online,Visual
322,ROLL0322,IT,MCA,Software Engg,Female,19,Delhi,General,8.4,72.9,6.09,78.2,Online,Kinesthetic
323,ROLL0323,BCA,B.Tech,AI,Male,23,Punjab,ST,3.0,98.29,8.29,59.62,Traditional,Kinesthetic
324,ROLL0324,CSE,BCA,Data Science,Male,23,Punjab,General,3.8,84.25,6.56,64.95,Hybrid,Auditory
325,ROLL0325,IT,B.Tech,Cloud,Female,19,UP,SC,8.5,72.7,9.81,78.05,Traditional,Auditory
326,ROLL0326,MCA,BCA,AI,Female,21,Bihar,SC,1.6,61.03,6.54,59.79,Hybrid,Visual
327,ROLL0327,BCA,MCA,AI,Female,21,Haryana,SC,1.7,91.07,6.49,58.39,Hybrid,Auditory
328,ROLL0328,ECE,BCA,Cyber Security,Female,19,Bihar,OBC,5.0,64.23,8.56,65.71,Hybrid,Auditory
329,ROLL0329,MCA,MCA,AI,Female,19,Bihar,General,6.9,66.08,6.25,69.63,Traditional,Kinesthetic
330,ROLL0330,ECE,MCA,Software Engg,Female,26,Haryana,OBC,5.4,90.17,8.48,73.65,Traditional,Auditory
331,ROLL0331,IT,B.Tech,AI,Female,24,Haryana,SC,4.9,66.83,6.3,61.15,Traditional,Kinesthetic
332,ROLL0332,CSE,B.Tech,Cyber Security,Male,24,Delhi,OBC,7.2,62.49,8.04,75.87,Hybrid,Kinesthetic
333,ROLL0333,CSE,B.Tech,AI,Male,23,UP,ST,3.1,69.31,6.88,61.75,Online,Visual
334,ROLL0334,MCA,BCA,Cyber Security,Female,20,UP,ST,4.8,65.23,9.55,59.26,Hybrid,Kinesthetic
335,ROLL0335,ECE,BCA,AI,Male,24,Punjab,General,4.3,76.57,9.31,67.29,Online,Visual
336,ROLL0336,BCA,BCA,Cyber Security,Female,22,Delhi,General,4.7,79.25,6.08,67.91,Hybrid,Visual
337,ROLL0337,ECE,MCA,Cyber Security,Male,22,Punjab,General,7.8,65.48,8.14,68.43,Traditional,Kinesthetic
338,ROLL0338,IT,MCA,Cloud,Female,21,Delhi,ST,8.6,63.92,7.95,75.65,Traditional,Kinesthetic
339,ROLL0339,CSE,BCA,Cyber Security,Male,23,Punjab,SC,8.8,69.74,8.61,78.61,Online,Auditory
340,ROLL0340,CSE,MCA,Data Science,Male,18,Haryana,OBC,4.5,98.25,6.53,69.53,Traditional,Auditory
341,ROLL0341,BCA,B.Tech,Cloud,Male,19,Haryana,SC,6.9,97.71,9.24,69.71,Hybrid,Kinesthetic
342,ROLL0342,CSE,MCA,Cloud,Male,24,Punjab,SC,1.3,96.07,7.85,52.0,Online,Visual
343,ROLL0343,BCA,B.Tech,AI,Female,25,Punjab,OBC,6.9,95.8,8.55,67.5,Traditional,Kinesthetic
344,ROLL0344,IT,BCA,Cyber Security,Female,24,Haryana,ST,8.9,64.23,9.95,77.54,Online,Visual
345,ROLL0345,IT,BCA,Software Engg,Female,25,Delhi,OBC,7.1,61.67,6.34,69.47,Online,Visual
346,ROLL0346,CSE,MCA,Software Engg,Female,25,Delhi,SC,1.9,61.42,8.03,56.62,Online,Auditory
347,ROLL0347,ECE,MCA,Cloud,Female,20,Delhi,SC,4.2,71.86,7.4,66.0,Online,Auditory
348,ROLL0348,CSE,B.Tech,Cyber Security,Female,25,Delhi,ST,2.6,63.94,8.64,63.59,Online,Auditory
349,ROLL0349,MCA,BCA,Data Science,Female,19,Bihar,OBC,3.4,60.84,6.33,63.24,Online,Visual
350,ROLL0350,ECE,BCA,Cloud,Female,21,Punjab,OBC,7.0,60.42,7.02,77.56,Online,Visual
351,ROLL0351,BCA,BCA,Software Engg,Male,25,Bihar,OBC,8.0,85.76,8.12,70.78,Traditional,Auditory
352,ROLL0352,ECE,MCA,Software Engg,Female,19,Haryana,General,2.0,79.44,9.68,60.64,Traditional,Visual
353,ROLL0353,CSE,B.Tech,Data Science,Male,26,Punjab,ST,2.2,73.53,9.71,53.63,Online,Visual
354,ROLL0354,MCA,B.Tech,AI,Male,20,Haryana,OBC,2.5,70.95,9.71,51.09,Traditional,Kinesthetic
355,ROLL0355,ECE,MCA,Cyber Security,Female,18,Bihar,OBC,9.0,85.83,7.14,78.52,Online,Kinesthetic
356,ROLL0356,IT,B.Tech,Cyber Security,Male,22,UP,ST,3.3,81.76,8.54,61.23,Traditional,Kinesthetic
357,ROLL0357,ECE,BCA,Software Engg,Male,26,Bihar,General,9.8,89.93,8.23,85.02,Online,Auditory
358,ROLL0358,CSE,BCA,Cyber Security,Female,22,Bihar,SC,9.4,61.73,6.66,74.2,Hybrid,Auditory
359,ROLL0359,CSE,MCA,Cyber Security,Male,23,UP,ST,7.5,92.71,6.85,78.69,Online,Kinesthetic
360,ROLL0360,CSE,B.Tech,Software Engg,Male,23,Delhi,ST,5.9,83.61,8.03,67.81,Hybrid,Auditory
361,ROLL0361,CSE,B.Tech,Cloud,Female,25,UP,ST,6.1,87.56,9.49,74.75,Hybrid,Auditory
362,ROLL0362,MCA,BCA,Data Science,Female,22,Punjab,General,5.2,60.37,6.99,68.97,Traditional,Visual
363,ROLL0363,ECE,B.Tech,Cloud,Female,26,Bihar,General,8.9,71.12,6.78,78.39,Online,Kinesthetic
364,ROLL0364,CSE,B.Tech,Cloud,Male,19,Haryana,ST,6.0,89.32,8.46,72.08,Hybrid,Kinesthetic
365,ROLL0365,MCA,BCA,Cyber Security,Male,20,Punjab,ST,4.2,91.35,8.22,55.35,Traditional,Kinesthetic
366,ROLL0366,IT,BCA,AI,Female,21,Haryana,SC,8.6,78.81,8.01,70.27,Hybrid,Auditory
367,ROLL0367,MCA,B.Tech,Software Engg,Male,23,Delhi,General,4.5,85.73,9.12,61.21,Hybrid,Auditory
368,ROLL0368,CSE,B.Tech,AI,Male,23,UP,ST,4.7,87.82,6.01,62.31,Traditional,Kinesthetic
369,ROLL0369,IT,MCA,Cloud,Male,20,Bihar,General,2.5,67.25,7.55,62.4,Online,Auditory
370,ROLL0370,CSE,MCA,Data Science,Female,21,UP,OBC,1.6,83.2,8.25,53.52,Online,Auditory
371,ROLL0371,MCA,B.Tech,Cloud,Male,20,UP,OBC,1.5,79.46,8.4,52.97,Online,Kinesthetic
372,ROLL0372,BCA,BCA,AI,Male,23,Haryana,SC,5.5,63.08,6.23,66.83,Online,Kinesthetic
373,ROLL0373,MCA,BCA,Cloud,Female,18,Bihar,OBC,2.9,93.01,8.08,54.18,Online,Kinesthetic
374,ROLL0374,ECE,B.Tech,Cloud,Female,26,UP,SC,4.9,63.54,6.88,63.18,Hybrid,Kinesthetic
375,ROLL0375,ECE,MCA,AI,Male,23,Bihar,General,9.4,85.7,7.68,84.31,Traditional,Visual
376,ROLL0376,CSE,BCA,Cyber Security,Male,22,UP,General,9.9,89.89,8.96,82.61,Online,Auditory
377,ROLL0377,BCA,MCA,Software Engg,Male,18,Punjab,SC,2.7,74.49,7.34,55.46,Hybrid,Kinesthetic
378,ROLL0378,ECE,B.Tech,AI,Female,20,Haryana,SC,9.4,91.3,6.22,82.06,Traditional,Visual
379,ROLL0379,MCA,BCA,Cyber Security,Male,22,Bihar,OBC,4.9,94.91,9.37,67.27,Hybrid,Auditory
380,ROLL0380,ECE,BCA,Cyber Security,Female,24,UP,General,7.4,85.25,6.2,69.54,Online,Visual
381,ROLL0381,ECE,B.Tech,Data Science,Female,26,UP,ST,5.5,77.47,8.92,63.49,Online,Auditory
382,ROLL0382,MCA,BCA,Software Engg,Female,25,Bihar,ST,7.8,86.28,9.83,75.74,Hybrid,Auditory
383,ROLL0383,IT,MCA,Data Science,Female,25,Bihar,ST,1.5,71.29,7.05,56.28,Online,Auditory
384,ROLL0384,CSE,B.Tech,Software Engg,Male,26,Delhi,ST,9.8,74.85,7.72,78.29,Online,Kinesthetic
385,ROLL0385,MCA,B.Tech,Data Science,Male,24,Delhi,OBC,8.0,62.61,7.95,61.88,Hybrid,Visual
386,ROLL0386,IT,B.Tech,Data Science,Male,21,Bihar,SC,1.8,69.47,8.93,59.82,Traditional,Kinesthetic
387,ROLL0387,BCA,B.Tech,AI,Male,26,Delhi,SC,2.2,95.29,7.57,59.04,Online,Visual
388,ROLL0388,MCA,MCA,Cyber Security,Male,24,Punjab,OBC,5.5,99.18,6.58,69.28,Traditional,Visual
389,ROLL0389,BCA,BCA,Cloud,Male,26,Punjab,SC,2.8,82.61,7.86,58.8,Traditional,Auditory
390,ROLL0390,BCA,B.Tech,Software Engg,Male,26,Haryana,OBC,2.6,60.88,8.88,59.54,Hybrid,Visual
391,ROLL0391,IT,MCA,Software Engg,Male,23,Punjab,OBC,8.7,82.45,8.09,74.62,Online,Visual
392,ROLL0392,BCA,B.Tech,AI,Female,19,Delhi,ST,5.9,84.52,6.9,68.46,Online,Visual
393,ROLL0393,MCA,B.Tech,Cloud,Female,19,Delhi,OBC,5.4,66.63,9.78,68.38,Traditional,Visual
394,ROLL0394,MCA,B.Tech,Cyber Security,Female,25,Delhi,OBC,8.8,78.41,9.0,80.92,Traditional,Auditory
395,ROLL0395,IT,B.Tech,AI,Male,22,Delhi,OBC,8.1,64.48,7.42,63.63,Traditional,Auditory
396,ROLL0396,IT,B.Tech,Cyber Security,Male,23,UP,General,2.5,73.21,9.03,57.32,Traditional,Auditory
397,ROLL0397,IT,B.Tech,Software Engg,Female,26,Punjab,OBC,1.2,65.05,8.64,51.11,Online,Visual
398,ROLL0398,IT,MCA,Cloud,Female,19,Punjab,General,6.0,90.03,8.23,64.56,Traditional,Kinesthetic
399,ROLL0399,IT,BCA,Data Science,Male,23,Bihar,General,1.6,78.56,9.64,53.9,Hybrid,Auditory
400,ROLL0400,MCA,B.Tech,AI,Female,20,Haryana,ST,4.3,78.07,7.59,78.87,Hybrid,Auditory
401,ROLL0401,ECE,BCA,Cyber Security,Female,26,Delhi,SC,5.0,67.82,6.75,63.71,Traditional,Auditory
402,ROLL0402,MCA,MCA,Data Science,Male,25,UP,SC,6.2,85.38,9.19,64.95,Traditional,Auditory
403,ROLL0403,BCA,MCA,Data Science,Female,20,Punjab,OBC,5.7,77.9,8.23,69.0,Hybrid,Auditory
404,ROLL0404,MCA,MCA,Software Engg,Female,18,Haryana,ST,9.1,66.75,8.03,71.71,Hybrid,Auditory
405,ROLL0405,ECE,MCA,Data Science,Female,23,Bihar,ST,1.3,74.55,8.93,51.15,Online,Auditory
406,ROLL0406,MCA,MCA,Cloud,Male,24,Punjab,OBC,9.7,94.27,6.47,83.82,Hybrid,Visual
407,ROLL0407,BCA,BCA,Cloud,Female,21,Delhi,OBC,9.7,76.71,9.94,84.84,Traditional,Visual
408,ROLL0408,CSE,BCA,Data Science,Female,22,Haryana,ST,10.0,99.19,8.62,87.16,Traditional,Kinesthetic
409,ROLL0409,CSE,BCA,Data Science,Male,26,UP,OBC,6.0,81.1,8.88,63.97,Traditional,Visual
410,ROLL0410,ECE,MCA,Cloud,Male,26,Bihar,General,8.4,81.63,8.84,78.18,Hybrid,Kinesthetic
411,ROLL0411,CSE,B.Tech,Cloud,Male,20,UP,OBC,5.2,92.87,7.84,65.14,Traditional,Auditory
412,ROLL0412,ECE,B.Tech,Cloud,Female,25,Bihar,SC,8.9,81.02,6.98,65.5,Online,Auditory
413,ROLL0413,ECE,BCA,Cyber Security,Female,19,UP,General,1.8,88.76,7.68,56.65,Traditional,Visual
414,ROLL0414,MCA,MCA,Software Engg,Female,23,UP,ST,7.7,86.05,8.48,75.21,Online,Auditory
415,ROLL0415,IT,B.Tech,Cyber Security,Female,20,Haryana,ST,7.6,92.25,9.37,70.35,Hybrid,Visual
416,ROLL0416,BCA,BCA,AI,Male,26,Haryana,General,7.2,62.79,6.7,73.09,Hybrid,Auditory
417,ROLL0417,ECE,MCA,Software Engg,Female,26,UP,OBC,6.9,99.67,6.29,69.58,Online,Kinesthetic
418,ROLL0418,BCA,MCA,Software Engg,Female,26,Delhi,ST,2.9,74.42,6.27,55.73,Traditional,Kinesthetic
419,ROLL0419,IT,BCA,Software Engg,Male,20,Bihar,SC,3.7,86.13,9.75,62.85,Traditional,Visual
420,ROLL0420,MCA,B.Tech,Cyber Security,Female,23,Delhi,OBC,1.5,95.95,8.6,56.95,Hybrid,Auditory
421,ROLL0421,BCA,B.Tech,Cloud,Male,21,Bihar,General,7.0,82.42,6.44,62.48,Hybrid,Kinesthetic
422,ROLL0422,ECE,MCA,AI,Male,21,UP,General,4.4,65.15,7.65,51.82,Online,Auditory
423,ROLL0423,CSE,MCA,Cyber Security,Female,21,UP,OBC,1.2,76.86,6.11,56.3,Hybrid,Visual
424,ROLL0424,IT,BCA,Software Engg,Male,24,Punjab,General,9.8,84.85,8.24,83.82,Online,Kinesthetic
425,ROLL0425,BCA,BCA,Cyber Security,Male,21,Punjab,OBC,5.8,85.4,7.8,65.5,Hybrid,Auditory
426,ROLL0426,IT,MCA,Cloud,Female,25,UP,OBC,1.9,69.68,6.05,54.29,Traditional,Visual
427,ROLL0427,CSE,B.Tech,Data Science,Female,26,Bihar,OBC,3.6,92.98,6.3,64.53,Online,Visual
428,ROLL0428,BCA,MCA,Software Engg,Male,26,Haryana,ST,1.4,96.12,9.41,49.77,Traditional,Visual
429,ROLL0429,BCA,MCA,AI,Male,18,Punjab,OBC,4.0,73.62,9.96,64.8,Hybrid,Auditory
430,ROLL0430,MCA,B.Tech,Cyber Security,Male,19,Bihar,OBC,3.6,77.17,7.07,72.06,Online,Visual
431,ROLL0431,MCA,B.Tech,Software Engg,Male,22,Haryana,SC,6.2,86.35,7.01,68.28,Traditional,Kinesthetic
432,ROLL0432,ECE,B.Tech,Software Engg,Female,18,Punjab,OBC,1.8,96.39,8.68,47.79,Traditional,Auditory
433,ROLL0433,IT,B.Tech,Cloud,Female,23,Bihar,OBC,1.6,98.23,6.1,52.21,Traditional,Visual
434,ROLL0434,IT,B.Tech,AI,Female,21,Haryana,ST,4.9,90.96,8.41,65.91,Online,Visual
435,ROLL0435,IT,BCA,Cyber Security,Male,21,Haryana,General,5.0,84.28,8.53,73.2,Online,Auditory
436,ROLL0436,MCA,B.Tech,Cloud,Male,20,Delhi,OBC,7.1,65.27,6.94,75.01,Traditional,Visual
437,ROLL0437,CSE,MCA,AI,Female,24,Haryana,General,6.9,98.02,8.4,70.92,Hybrid,Kinesthetic
438,ROLL0438,BCA,B.Tech,Cloud,Female,23,Punjab,ST,4.7,95.66,6.01,72.58,Hybrid,Kinesthetic
439,ROLL0439,CSE,MCA,Software Engg,Female,20,Bihar,General,1.4,65.6,7.11,47.17,Online,Kinesthetic
440,ROLL0440,IT,BCA,Cyber Security,Male,23,Delhi,SC,5.0,78.97,8.36,64.58,Traditional,Auditory
441,ROLL0441,BCA,BCA,AI,Male,24,Haryana,ST,8.7,61.98,9.33,73.68,Traditional,Auditory
442,ROLL0442,BCA,B.Tech,Cyber Security,Female,23,UP,ST,8.2,82.88,8.05,78.48,Online,Visual
443,ROLL0443,ECE,BCA,Cloud,Male,20,UP,OBC,9.4,75.88,6.35,73.77,Hybrid,Kinesthetic
444,ROLL0444,CSE,BCA,Software Engg,Female,20,UP,ST,8.9,82.99,6.12,78.04,Hybrid,Visual
445,ROLL0445,ECE,MCA,AI,Female,25,UP,General,5.1,97.18,6.66,72.7,Traditional,Auditory
446,ROLL0446,IT,B.Tech,Software Engg,Male,18,UP,SC,9.2,88.56,8.43,74.05,Traditional,Kinesthetic
447,ROLL0447,MCA,MCA,Cyber Security,Male,19,Delhi,SC,8.4,98.2,9.28,75.92,Online,Visual
448,ROLL0448,MCA,MCA,Data Science,Male,21,Haryana,ST,3.3,86.61,9.2,56.83,Hybrid,Auditory
449,ROLL0449,CSE,MCA,Data Science,Male,20,Haryana,General,4.3,64.84,7.68,62.24,Hybrid,Auditory
450,ROLL0450,BCA,MCA,Software Engg,Male,26,Bihar,General,4.2,97.67,8.67,62.98,Hybrid,Kinesthetic
451,ROLL0451,ECE,BCA,Software Engg,Male,26,Bihar,SC,6.8,95.52,8.39,64.7,Hybrid,Visual
452,ROLL0452,ECE,BCA,AI,Female,22,UP,ST,6.5,94.95,8.9,69.53,Hybrid,Kinesthetic
