Port,Service,Status,Response_Time_ms
40263,Unknown,Closed,112.45
37081,Unknown,Open,102.07
1325,Unknown,Open,162.67
25732,Unknown,Closed,172.17
59172,Unknown,Closed,149.37
35910,Unknown,Closed,122.56
23804,Unknown,Closed,95.75
19871,Unknown,Closed,95.09
34579,Unknown,Closed,135.68
6589,Unknown,Closed,132.55
52076,Unknown,Closed,162.05
38070,Unknown,Open,139.51
26791,Unknown,Closed,74.91
53339,Unknown,Closed,151.56
25290,Unknown,Closed,90.06
55130,Unknown,Closed,108.48
28179,Unknown,Closed,127.51
28711,Unknown,Closed,179.87
15486,Unknown,Closed,213.3
44483,Unknown,Closed,138.2
20653,Unknown,Closed,114.5
4749,Unknown,Closed,136.04
21234,Unknown,Open,146.63
9436,Unknown,Open,110.38
3710,Unknown,Open,173.86
58426,Unknown,Closed,126.9
30356,Unknown,Closed,134.93
55772,Unknown,Open,139.98
57800,Unknown,Closed,132.65
13117,Unknown,Open,145.17
25471,Unknown,Closed,101.48
42345,Unknown,Closed,103.25
42919,Unknown,Open,87.0
52225,Unknown,Closed,133.19
39299,Unknown,Open,143.37
42957,Unknown,Open,133.73
14684,Unknown,Closed,170.23
61630,Unknown,Closed,119.83
505,Unknown,Closed,140.06
33983,Unknown,Closed,87.25
34300,Unknown,Closed,108.39
28017,Unknown,Closed,140.87
23961,Unknown,Open,145.47
33592,Unknown,Closed,111.18
17313,Unknown,Open,117.85
37798,Unknown,Open,74.46
46197,Unknown,Closed,109.29
49286,Unknown,Open,146.71
2106,Unknown,Closed,137.26
36396,Unknown,Closed,135.02
45741,Unknown,Open,121.49
64160,Unknown,Closed,120.21
22701,Unknown,Open,100.19
34621,Unknown,Closed,140.96
37679,Unknown,Closed,132.63
62613,Unknown,Closed,134.76
20560,Unknown,Closed,104.22
27510,Unknown,Open,55.4
27861,Unknown,Closed,152.91
61643,Unknown,Closed,105.63
11004,Unknown,Closed,94.12
21733,Unknown,Closed,140.8
63140,Unknown,Closed,108.24
25827,Unknown,Open,151.8
30355,Unknown,Open,138.51
13844,Unknown,Closed,140.51
44473,Unknown,Closed,79.02
48530,Unknown,Closed,156.36
6191,Unknown,Closed,127.84
17641,Unknown,Closed,108.92
52529,Unknown,Open,124.3
38414,Unknown,Closed,66.71
62607,Unknown,Open,132.26
52639,Unknown,Closed,89.12
52737,Unknown,Closed,79.42
42357,Unknown,Closed,74.33
44598,Unknown,Open,153.38
40822,Unknown,Closed,101.12
3331,Unknown,Closed,166.01
19088,Unknown,Closed,103.93
41431,Unknown,Open,68.78
24505,Unknown,Closed,86.5
7115,Unknown,Closed,157.07
13324,Unknown,Open,115.32
34122,Unknown,Open,103.55
10976,Unknown,Open,124.8
11024,Unknown,Closed,135.05
21448,Unknown,Closed,153.52
24934,Unknown,Closed,163.45
60364,Unknown,Open,109.21
23960,Unknown,Closed,80.22
668,Unknown,Closed,107.6
53621,Unknown,Closed,127.81
29704,Unknown,Closed,91.09
9338,Unknown,Open,91.29
46428,Unknown,Closed,130.31
55972,Unknown,Closed,118.54
61530,Unknown,Closed,120.98
36488,Unknown,Closed,97.25
19130,Unknown,Closed,113.09
40252,Unknown,Closed,92.27
31922,Unknown,Open,146.71
33308,Unknown,Open,151.06
27356,Unknown,Closed,64.61
37733,Unknown,Closed,92.11
61481,Unknown,Open,75.1
4836,Unknown,Open,100.5
20160,Unknown,Open,117.5
38811,Unknown,Closed,76.51
47606,Unknown,Open,92.34
56255,Unknown,Closed,89.88
40081,Unknown,Open,126.22
38089,Unknown,Closed,122.08
13217,Unknown,Open,98.35
55285,Unknown,Closed,125.3
57044,Unknown,Open,103.6
59853,Unknown,Closed,111.85
35548,Unknown,Open,170.2
31472,Unknown,Closed,160.21
17309,Unknown,Closed,81.01
27533,Unknown,Closed,144.89
34350,Unknown,Closed,144.34
56867,Unknown,Closed,85.55
52477,Unknown,Closed,144.56
45446,Unknown,Closed,166.14
5714,Unknown,Closed,86.32
56179,Unknown,Closed,92.47
49408,Unknown,Closed,150.53
4805,Unknown,Closed,128.14
50991,Unknown,Closed,136.54
10137,Unknown,Open,130.22
63938,Unknown,Closed,131.72
10,Unknown,Closed,80.21
19256,Unknown,Open,151.42
58142,Unknown,Closed,155.09
23794,Unknown,Open,113.12
56571,Unknown,Closed,118.7
29549,Unknown,Open,74.07
37893,Unknown,Closed,135.43
64631,Unknown,Closed,137.16
1016,Unknown,Closed,118.13
59169,Unknown,Closed,153.73
61814,Unknown,Closed,109.98
27713,Unknown,Closed,136.94
34962,Unknown,Open,89.41
8416,Unknown,Closed,119.29
46319,Unknown,Open,114.77
47281,Unknown,Closed,126.76
63243,Unknown,Closed,108.91
62293,Unknown,Closed,116.06
23834,Unknown,Closed,144.78
4159,Unknown,Closed,106.9
62681,Unknown,Closed,71.8
20310,Unknown,Open,172.49
6971,Unknown,Closed,161.44
6939,Unknown,Open,81.23
21169,Unknown,Closed,140.69
46541,Unknown,Closed,104.91
20385,Unknown,Closed,127.9
18018,Unknown,Open,128.83
10345,Unknown,Closed,112.97
40035,Unknown,Open,96.49
8703,Unknown,Closed,99.28
385,Unknown,Open,92.51
405,Unknown,Closed,95.05
40944,Unknown,Closed,117.98
47927,Unknown,Closed,98.53
29190,Unknown,Closed,140.46
12764,Unknown,Closed,164.62
18385,Unknown,Closed,102.6
60101,Unknown,Closed,127.18
32607,Unknown,Closed,134.99
9861,Unknown,Closed,134.16
38758,Unknown,Closed,122.28
15107,Unknown,Closed,142.28
50613,Unknown,Open,134.47
23575,Unknown,Closed,82.87
23525,Unknown,Open,146.07
3637,Unknown,Closed,146.62
10917,Unknown,Closed,97.1
4810,Unknown,Closed,121.14
32202,Unknown,Closed,140.5
53331,Unknown,Closed,113.72
13457,Unknown,Closed,152.19
48213,Unknown,Closed,190.92
56398,Unknown,Open,96.42
55753,Unknown,Closed,78.57
38766,Unknown,Open,129.11
34817,Unknown,Closed,141.65
45107,Unknown,Closed,113.07
53933,Unknown,Closed,163.6
17101,Unknown,Closed,79.84
57092,Unknown,Closed,140.79
21950,Unknown,Open,101.82
4545,Unknown,Closed,171.58
37745,Unknown,Closed,179.78
45544,Unknown,Closed,97.0
42784,Unknown,Closed,103.51
26658,Unknown,Closed,145.79
36188,Unknown,Open,108.39
47199,Unknown,Closed,118.64
7240,Unknown,Closed,120.76
58919,Unknown,Open,62.41
14490,Unknown,Closed,119.58
49402,Unknown,Open,99.31
58018,Unknown,Open,105.21
61878,Unknown,Open,163.31
43126,Unknown,Closed,82.3
49923,Unknown,Closed,144.4
28539,Unknown,Closed,111.63
32050,Unknown,Closed,111.61
37132,Unknown,Closed,143.71
42945,Unknown,Closed,130.2
50230,Unknown,Closed,137.12
8428,Unknown,Open,149.05
41349,Unknown,Closed,110.06
60382,Unknown,Open,101.63
24286,Unknown,Closed,87.45
37627,Unknown,Closed,95.24
42809,Unknown,Open,208.47
22929,Unknown,Open,157.34
53872,Unknown,Closed,79.47
19199,Unknown,Closed,80.33
19759,Unknown,Open,134.46
15255,Unknown,Closed,136.42
44239,Unknown,Open,136.47
1253,Unknown,Closed,112.35
39765,Unknown,Closed,116.24
12174,Unknown,Open,129.84
37442,Unknown,Open,122.58
26699,Unknown,Open,53.42
53683,Unknown,Closed,113.11
59495,Unknown,Open,94.46
15782,Unknown,Closed,125.26
65216,Unknown,Open,209.56
13052,Unknown,Closed,131.02
39650,Unknown,Closed,110.59
6950,Unknown,Closed,147.65
42290,Unknown,Closed,134.48
55394,Unknown,Closed,132.6
8018,Unknown,Closed,138.21
6942,Unknown,Closed,181.7
25935,Unknown,Closed,86.07
23387,Unknown,Open,134.21
59827,Unknown,Closed,92.21
61887,Unknown,Closed,136.67
10210,Unknown,Open,92.44
17716,Unknown,Closed,107.48
28921,Unknown,Closed,111.15
53414,Unknown,Closed,149.27
56801,Unknown,Closed,147.55
31704,Unknown,Closed,82.63
42319,Unknown,Open,121.65
54268,Unknown,Closed,98.71
4638,Unknown,Closed,82.24
4855,Unknown,Open,113.49
52330,Unknown,Open,110.75
56883,Unknown,Closed,192.8
43089,Unknown,Open,132.99
51333,Unknown,Closed,78.67
37661,Unknown,Open,103.06
39812,Unknown,Open,150.64
49290,Unknown,Open,182.65
55480,Unknown,Closed,72.42
19857,Unknown,Closed,63.6
21834,Unknown,Closed,176.13
51985,Unknown,Closed,131.69
19964,Unknown,Open,93.95
55124,Unknown,Closed,136.04
60376,Unknown,Closed,40.93
36933,Unknown,Closed,120.1
27170,Unknown,Open,129.83
7942,Unknown,Closed,147.73
14389,Unknown,Open,89.58
5570,Unknown,Closed,122.57
4301,Unknown,Closed,92.24
39038,Unknown,Closed,127.66
36587,Unknown,Closed,93.14
61483,Unknown,Closed,107.76
12016,Unknown,Closed,90.13
45003,Unknown,Closed,139.53
51059,Unknown,Closed,145.75
6255,Unknown,Closed,112.96
17145,Unknown,Closed,121.15
24215,Unknown,Closed,76.54
40119,Unknown,Closed,111.01
15184,Unknown,Closed,118.49
6239,Unknown,Open,198.62
6091,Unknown,Closed,86.64
11638,Unknown,Open,163.93
22416,Unknown,Closed,149.91
24072,Unknown,Closed,128.42
58244,Unknown,Closed,172.76
45416,Unknown,Closed,131.16
60292,Unknown,Closed,131.67
42680,Unknown,Closed,118.41
41241,Unknown,Closed,156.71
60611,Unknown,Open,152.89
18272,Unknown,Closed,101.23
36035,Unknown,Open,80.42
33435,Unknown,Closed,113.91
4189,Unknown,Closed,96.0
49824,Unknown,Closed,118.09
10162,Unknown,Open,157.12
28733,Unknown,Open,106.28
55930,Unknown,Closed,118.72
11315,Unknown,Open,121.74
23955,Unknown,Open,145.45
57109,Unknown,Open,52.59
